vm,script,mean_ns,median_ns,min_ns,max_ns,stddev_ns,iterations
chrysalis,stablecoin_2-1,1111471,1105902,1103987,1124523,11343,3
chrysalis-aot,stablecoin_2-1,1106367,1102810,1101686,1114604,7155,3
chrysalis,stablecoin_2-2,197097,197051,196698,197541,423,3
chrysalis-aot,stablecoin_2-2,198889,198900,198796,198971,87,3
chrysalis,stablecoin_2-3,1215446,1218029,1205142,1223167,9285,3
chrysalis-aot,stablecoin_2-3,1221974,1210660,1209234,1246027,20842,3
chrysalis,stablecoin_2-4,213127,213108,211341,214933,1796,3
chrysalis-aot,stablecoin_2-4,207654,207645,207376,207941,282,3
chrysalis,token-account-1,237988,236154,234476,243335,4705,3
chrysalis-aot,token-account-1,233366,232381,227185,240533,6728,3
chrysalis,token-account-2,348528,350217,343731,351636,4214,3
chrysalis-aot,token-account-2,344611,344658,344313,344863,278,3
chrysalis,uniswap-1,434971,431363,430542,443008,6972,3
chrysalis-aot,uniswap-1,441399,441766,439507,442923,1737,3
chrysalis,uniswap-2,258941,259279,258088,259455,743,3
chrysalis-aot,uniswap-2,257423,257361,256650,258259,806,3
chrysalis,uniswap-3,1627479,1643430,1593813,1645194,29169,3
chrysalis-aot,uniswap-3,1669228,1681211,1639651,1686821,25767,3
chrysalis,uniswap-4,314878,313737,312997,317901,2643,3
chrysalis-aot,uniswap-4,304169,303931,302938,305636,1364,3
chrysalis,uniswap-5,1112132,1112744,1105103,1118549,6744,3
chrysalis-aot,uniswap-5,1107361,1103809,1100350,1117924,9309,3
chrysalis,uniswap-6,303673,304038,301262,305719,2251,3
chrysalis-aot,uniswap-6,303172,303101,302719,303694,491,3
chrysalis,vesting-1,410400,410297,409193,411711,1262,3
chrysalis-aot,vesting-1,400621,399994,398836,403034,2168,3
plutigo,auction_1-1,806091,806091,0,0,0,7304
plutigo,auction_1-2,2603402,2603402,0,0,0,2253
plutigo,auction_1-3,2618553,2618553,0,0,0,2305
plutigo,auction_1-4,1012331,1012331,0,0,0,5979
plutigo,auction_2-1,804470,804470,0,0,0,7316
plutigo,auction_2-2,2593962,2593962,0,0,0,2211
plutigo,auction_2-3,3273959,3273959,0,0,0,1863
plutigo,auction_2-4,2602141,2602141,0,0,0,2299
plutigo,auction_2-5,1017632,1017632,0,0,0,6147
plutigo,coop-1,1066767,1066767,0,0,0,5623
plutigo,coop-2,3113858,3113858,0,0,0,1936
plutigo,coop-3,8034613,8034613,0,0,0,748
plutigo,coop-4,3589740,3589740,0,0,0,1663
plutigo,coop-5,1815603,1815603,0,0,0,3195
plutigo,coop-6,2861035,2861035,0,0,0,2098
plutigo,coop-7,1500514,1500514,0,0,0,4027
plutigo,crowdfunding-success-1,939144,939144,0,0,0,6448
plutigo,crowdfunding-success-2,941728,941728,0,0,0,6304
plutigo,crowdfunding-success-3,948916,948916,0,0,0,6433
plutigo,currency-1,1103876,1103876,0,0,0,5331
plutigo,escrow-redeem_1-1,1510099,1510099,0,0,0,3962
plutigo,escrow-redeem_1-2,1497204,1497204,0,0,0,3985
plutigo,escrow-redeem_2-1,1701292,1701292,0,0,0,3524
plutigo,escrow-redeem_2-2,1702606,1702606,0,0,0,3516
plutigo,escrow-redeem_2-3,1699153,1699153,0,0,0,3542
plutigo,escrow-refund-1,807213,807213,0,0,0,7412
plutigo,future-increase-margin-1,1112621,1112621,0,0,0,5533
plutigo,future-increase-margin-2,2208451,2208451,0,0,0,2746
plutigo,future-increase-margin-3,2216258,2216258,0,0,0,2739
plutigo,future-increase-margin-4,2261621,2261621,0,0,0,2659
plutigo,future-increase-margin-5,3173263,3173263,0,0,0,1881
plutigo,future-pay-out-1,1099325,1099325,0,0,0,5593
plutigo,future-pay-out-2,2215628,2215628,0,0,0,2670
plutigo,future-pay-out-3,2220927,2220927,0,0,0,2731
plutigo,future-pay-out-4,3178958,3178958,0,0,0,1881
plutigo,future-settle-early-1,1093427,1093427,0,0,0,5674
plutigo,future-settle-early-2,2209375,2209375,0,0,0,2696
plutigo,future-settle-early-3,2197389,2197389,0,0,0,2749
plutigo,future-settle-early-4,2472729,2472729,0,0,0,2439
plutigo,game-sm-success_1-1,1777060,1777060,0,0,0,3327
plutigo,game-sm-success_1-2,877934,877934,0,0,0,6709
plutigo,game-sm-success_1-3,2638374,2638374,0,0,0,2269
plutigo,game-sm-success_1-4,1006537,1006537,0,0,0,6012
plutigo,game-sm-success_2-1,1754017,1754017,0,0,0,3445
plutigo,game-sm-success_2-2,873792,873792,0,0,0,7015
plutigo,game-sm-success_2-3,2614231,2614231,0,0,0,2302
plutigo,game-sm-success_2-4,1002311,1002311,0,0,0,6076
plutigo,game-sm-success_2-5,2620938,2620938,0,0,0,2260
plutigo,game-sm-success_2-6,1002386,1002386,0,0,0,5919
plutigo,guardrail-sorted-large,2148214,2148214,0,0,0,2796
plutigo,guardrail-sorted-small,359144,359144,0,0,0,16666
plutigo,guardrail-unsorted-large,2633330,2633330,0,0,0,2289
plutigo,guardrail-unsorted-small,352720,352720,0,0,0,17040
plutigo,multisig-sm-01,1836968,1836968,0,0,0,3325
plutigo,multisig-sm-02,1792049,1792049,0,0,0,3385
plutigo,multisig-sm-03,1789294,1789294,0,0,0,3380
plutigo,multisig-sm-04,1814070,1814070,0,0,0,3307
plutigo,multisig-sm-05,2373279,2373279,0,0,0,2492
plutigo,multisig-sm-06,1800175,1800175,0,0,0,3309
plutigo,multisig-sm-07,1775589,1775589,0,0,0,3447
plutigo,multisig-sm-08,1788230,1788230,0,0,0,3326
plutigo,multisig-sm-09,1807116,1807116,0,0,0,3272
plutigo,multisig-sm-10,2365137,2365137,0,0,0,2553
plutigo,ping-pong-1,1547319,1547319,0,0,0,3960
plutigo,ping-pong-2,1543670,1543670,0,0,0,3924
plutigo,ping-pong_2-1,1068721,1068721,0,0,0,5740
plutigo,prism-1,728918,728918,0,0,0,8317
plutigo,prism-2,1854036,1854036,0,0,0,3267
plutigo,prism-3,1552537,1552537,0,0,0,3844
plutigo,pubkey-1,657261,657261,0,0,0,9231
plutigo,stablecoin_1-1,3299492,3299492,0,0,0,1790
plutigo,stablecoin_1-2,871430,871430,0,0,0,6940
plutigo,stablecoin_1-3,3681188,3681188,0,0,0,1632
plutigo,stablecoin_1-4,915334,915334,0,0,0,6634
plutigo,stablecoin_1-5,4655664,4655664,0,0,0,1290
plutigo,stablecoin_1-6,1095194,1095194,0,0,0,5379
plutigo,stablecoin_2-1,3266040,3266040,0,0,0,1814
plutigo,stablecoin_2-2,863789,863789,0,0,0,7002
plutigo,stablecoin_2-3,3718337,3718337,0,0,0,1608
plutigo,stablecoin_2-4,912079,912079,0,0,0,6549
plutigo,token-account-1,863869,863869,0,0,0,6945
plutigo,token-account-2,1420517,1420517,0,0,0,4342
plutigo,uniswap-1,1712583,1712583,0,0,0,3462
plutigo,uniswap-2,1002104,1002104,0,0,0,6046
plutigo,uniswap-3,6351697,6351697,0,0,0,998
plutigo,uniswap-4,1477102,1477102,0,0,0,3874
plutigo,uniswap-5,4344099,4344099,0,0,0,1396
plutigo,uniswap-6,1378600,1378600,0,0,0,4250
plutigo,vesting-1,1494241,1494241,0,0,0,4012
